Date,Year,Month,MonthName,Quarter,ClinicName,ProviderName,Specialty,ApptTypeName,ApptCount,CompletedCount,NoShowCount,CancelCount,NoShowRatePct,CancelRatePct,UtilizationPct,AvgWaitDays
2025-03-26,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,4,3,1,0,25.00,0.00,75.00,14.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,New Patient,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Procedure,6,5,1,0,16.67,0.00,83.33,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,Follow-up,2,2,0,0,0.00,0.00,100.00,10.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Annual Physical,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Lab Review,2,1,1,0,50.00,0.00,50.00,7.50
2025-03-26,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Procedure,5,4,1,0,20.00,0.00,80.00,5.80
2025-03-26,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-26,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,4,4,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Procedure,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,2.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Follow-up,2,2,0,0,0.00,0.00,100.00,21.50
2025-03-27,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Procedure,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,23.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Lab Review,3,2,1,0,33.33,0.00,66.67,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,6,5,1,0,16.67,0.00,83.33,10.17
2025-03-27,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Procedure,4,4,0,0,0.00,0.00,100.00,12.25
2025-03-27,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Lab Review,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Procedure,3,3,0,0,0.00,0.00,100.00,12.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Procedure,5,5,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Patel,Primary Care,Lab Review,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Patel,Primary Care,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-27,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,41.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,17.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,16.50
2025-03-28,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Lab Review,2,2,0,0,0.00,0.00,100.00,13.50
2025-03-28,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Lab Review,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,4,3,1,0,25.00,0.00,75.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Procedure,1,0,0,1,0.00,100.00,0.00,7.00
2025-03-28,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-28,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Procedure,2,1,1,0,50.00,0.00,50.00,20.00
2025-03-28,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Procedure,6,6,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Patel,Primary Care,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Patel,Primary Care,New Patient,2,1,1,0,50.00,0.00,50.00,15.50
2025-03-28,2025,3,March,1,West County Internal Med,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Annual Physical,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-28,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,20.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Lab Review,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,4,2,2,0,50.00,0.00,50.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Lab Review,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Annual Physical,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Procedure,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-29,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Procedure,1,0,0,1,0.00,100.00,0.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Follow-up,1,0,1,0,100.00,0.00,0.00,43.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Lab Review,2,1,0,1,0.00,50.00,50.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,3,1,2,0,66.67,0.00,33.33,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Annual Physical,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Lab Review,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Procedure,3,1,2,0,66.67,0.00,33.33,12.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Procedure,6,6,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,37.00
2025-03-29,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,26.00
2025-03-29,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Procedure,5,4,1,0,20.00,0.00,80.00,9.00
2025-03-29,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Annual Physical,1,1,0,0,0.00,0.00,100.00,9.00
2025-03-29,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Patel,Primary Care,Lab Review,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Patel,Primary Care,Procedure,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Smith,Pediatrics,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-29,2025,3,March,1,West County Internal Med,Smith,Pediatrics,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Annual Physical,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,13.50
2025-03-30,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,New Patient,1,0,1,0,100.00,0.00,0.00,3.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Follow-up,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-30,2025,3,March,1,Downtown Specialty Care,Smith,Pediatrics,Procedure,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Follow-up,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Garcia,Cardiology,Procedure,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,3.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Johnson,Dermatology,Procedure,4,3,1,0,25.00,0.00,75.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Nguyen,Internal Med,Lab Review,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Patel,Primary Care,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-30,2025,3,March,1,Midtown Family Clinic,Smith,Pediatrics,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,26.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Follow-up,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,New Patient,3,1,2,0,66.67,0.00,33.33,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Johnson,Dermatology,Procedure,2,1,1,0,50.00,0.00,50.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Nguyen,Internal Med,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,New Patient,1,0,1,0,100.00,0.00,0.00,7.00
2025-03-30,2025,3,March,1,Northside Pediatrics,Smith,Pediatrics,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Follow-up,1,0,1,0,100.00,0.00,0.00,38.00
2025-03-30,2025,3,March,1,West County Internal Med,Garcia,Cardiology,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Johnson,Dermatology,Procedure,3,2,0,1,0.00,33.33,66.67,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Nguyen,Internal Med,Annual Physical,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Patel,Primary Care,Annual Physical,2,1,0,1,0.00,50.00,50.00,7.00
2025-03-30,2025,3,March,1,West County Internal Med,Patel,Primary Care,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Garcia,Cardiology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Follow-up,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,New Patient,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Johnson,Dermatology,Procedure,2,2,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Follow-up,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Nguyen,Internal Med,Procedure,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Follow-up,1,0,1,0,100.00,0.00,0.00,32.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Lab Review,1,1,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,New Patient,3,3,0,0,0.00,0.00,100.00,7.00
2025-03-31,2025,3,March,1,Downtown Specialty Care,Patel,Primary Care,Procedure,2,0,2,0,100.00,0.00,0.00,7.00
